"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"1","1","1","2025-10-31T05:35:42.000Z","marsellotby","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7180258248460878875","7567255343031223047","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cf005acbe5658d524905b84672227c58~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c2c10ddf&x-expires=1762776000&x-signature=MGviQP023ljlFKdhS1XiTYSJq7I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gua baru aja ngalamin","3","1","2025-11-03T01:59:04.000Z","bktilham","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7283414593895875590","7568312767745966866","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/56cba8b2b994a2d8ad8e9bc413168a81~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=af931760&x-expires=1762776000&x-signature=r4%2BEYjae7XMvmgR%2BVQ%2B6yGkt064%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"jatim ini emg problematik ya","2","1","2025-11-02T03:04:03.000Z","dibusa","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6961747599070921730","7567958435297624839","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/54761ff6fd24beb47d85a802b21378d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d1572abf&x-expires=1762776000&x-signature=%2F6qaLcAi%2F0OQW9MZQninnrfrS0w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"motor gua udh nggk bisa pertalite skrng","2","2","2025-11-02T16:11:49.000Z","rezhaalbakir2","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6550185529194201090","7568161451249681172","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/106600409748f2d56a5adaacb3b7680d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=86250597&x-expires=1762776000&x-signature=V2kyVXka2b8OhwIo%2BSFE1%2FTEdiA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"aku juga kena 😭, btw -1cwo hyper🥺","1","6","2025-10-31T06:38:58.000Z","veyraaaaaaaaa","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7512396717494010898","7567271646069179154","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1cdcfe4c1c9bb452fdd9e4934ac859a6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2d736a57&x-expires=1762776000&x-signature=zdluiaWzw5wr9JbJjEvl6NewDNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"motor gw juga kena anjj","1","2","2025-10-31T06:08:52.000Z","andilevelupp","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6958736948770259973","7567263359356191495","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/97fab775c757765104e517c4ca5d87e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0dd56169&x-expires=1762776000&x-signature=xG%2BPl0wPX4lyy2%2B0e35lyasNn%2FU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"pertamax juga sama bnag","1","1","2025-11-06T11:51:14.000Z","tayava027","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7155827086476624898","7569578637339771669","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3be8fd360ec62274d16d43de44c3b5f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=dc5f1e15&x-expires=1762776000&x-signature=qdNqr%2B0mHiDHkRGXNRYvysHeX98%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"selain dipertamina kita bisa beli Bensin dmna ya?","0","7","2025-11-03T08:54:42.000Z","skincare.mojokerto","https://www.tiktok.com/@gilchsa/video/7567227706992086290","6519115197915004929","7568419873853866773","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8fc73e8342e24a0221efe7392788913a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4a2eb9b&x-expires=1762776000&x-signature=%2BmZ56eStaeMO7YPoyHA2GfzJgik%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"motor w abis jatoh kmren, rusak dan mesin nya emg ada yg salah, trus w servis abis 400k, normal dah seminggu, abis tu kok brebet, w bingung apa prasaan w aja, berhari2 kepikiran, belom sempet kebengkel juga, apa jangan2 gegara pertalite ya jir soalnya seminggu abis service udh enak bat pdhl motonya, jdi takut
lokasi: mojokerto - jatim","1","0","2025-10-31T06:36:29.000Z","c.12ha23","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7179689968683254810","7567271008798196501","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7179692217513017371~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0d8f165&x-expires=1762776000&x-signature=UuN9BqeS3LBmAQMSod79bVr8vBY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"gw kira motorku doang😭","2","0","2025-11-08T12:44:57.000Z",".hum4nn_","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6829511216189228033","7570334656739377928","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/536686b3056e546cef5f87d1f1721404~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=717eb477&x-expires=1762776000&x-signature=hRydif2fJgVihM3wjxAFeOEvXZk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"PERTAMAX JUGA WOI , Vario gua brebet","2","0","2025-11-02T12:22:58.000Z","chrlihsan_","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7125572341597209605","7568102465519452949","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/09c7a8e4a5529d535a433e3b105569a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=84251982&x-expires=1762776000&x-signature=TeilKsmYI2MLFA1oHu6r4p2IoRQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ini pelakunya😂😂😂","3","0","2025-11-03T06:43:25.000Z","vatalin25","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6608755082597531650","7568386060007457544","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c69d52fbbf5d909af87bfdd7b25f767b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=49a9b7d6&x-expires=1762776000&x-signature=E49QS8PFNzloQoYhomSUn02Tlbc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"habis kejadian ini kepikiran mulai cari² harga motor listrik","4","0","2025-10-31T06:38:53.000Z","fh5g07ky11m","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7236248839329465350","7567271620194370322","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7236248982727426053~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f53caaba&x-expires=1762776000&x-signature=fs3jyDqwSxulVH9E7vVJyqqnQnA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"bukan salah pom,,,
MEREKA HANYA MENJUAL,,,KEBIJAKAN OLEH MENTRI BILANG PAKAI ETANOL","5799","45","2025-11-01T04:58:40.000Z","andi010791","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6861130227021726721","7567616884537066247","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8dccddc95a53e28afab0b167070c3d02~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=959756f1&x-expires=1762776000&x-signature=%2Bz03v8IIZwkHzXzxOt5JezBFh38%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"AKANKAH RUMAH BAHLIL MENJADI RUMAH SAHRONI PART 2?","6214","160","2025-11-01T11:31:34.000Z","persibbandung019","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7132660118324069403","7567718120682685205","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f1518d83e540051cc5a5b84f85e2f836~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2798c3da&x-expires=1762776000&x-signature=UypT%2F8u%2F3YlNfYzU3xVbdlQFqpE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"pantes isi BBM ga boleh pake botol😂😂😂 takut ketauan😃😃😃","16008","94","2025-11-01T02:00:17.000Z","ashabcellular","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7077848198770328603","7567570900691436296","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c28f1b8e24e0dcfdb4d8100b068c02c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fe17ef0b&x-expires=1762776000&x-signature=sauKEaTKA18NrZzcaJY1XL1CA3A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Pelakunya lagi liburan 🗿","5034","62","2025-11-01T11:17:57.000Z","argapranata77","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7259432019481510918","7567714647244292872","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ccc7f6a7f9e89cb56112d51a386061fc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ffade0c6&x-expires=1762776000&x-signature=n0%2Frs5Otgeq3o50IcR2nZ2LzEEA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"PK PRESIDEN TOLONG SEGRA COPOT BAHLIL","4409","48","2025-11-01T03:14:28.000Z","bd03520","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7561851593038169096","7567590047898600200","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4e544e4a91c51901633281c64376f8b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4b80f88c&x-expires=1762776000&x-signature=OTct7dfBe2gCBDI6xMK7aWXPrS4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Step by step wd 55jt bilek🚀🥰📈","443","18","2025-11-01T11:46:48.000Z","rahmipew1910","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7420645671047791621","7567722079354061575","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3b722f73dbb547cecf1b990f887ff378~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b267d9ac&x-expires=1762776000&x-signature=7lb2fo%2B%2F7Y0wFyn6K81dkD8SamI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"cung yg motornya brebet☝🏻😹","2113","160","2025-11-02T05:23:16.000Z","adtyarmdn26_","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6866612893476848641","7567994309678564104","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b46de109999754da8f3bc8463a94e2b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4c58074&x-expires=1762776000&x-signature=norSniBz84Xk41fkczt4%2F3q7obw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ini ada yg kudeta berarti mafia migas lagi atur rencana menjatuhkan pemerintahan 😂😂😂","1160","17","2025-10-31T21:20:46.000Z","farel.ato1","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7490722459486979080","7567498871698768648","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f1b0b3d3b0504da8a9ff3f3d6e2af429~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2b78e272&x-expires=1762776000&x-signature=sHdotKSW6OASMAWWB3%2BVQ9ceuac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"PAK PRABOWO ayo copot pak Bahlil masa masih dipertahanin,denger keluhan rakyat pak mohon pak prabowo🙏","414","13","2025-11-02T04:24:58.000Z","raditya_yaa","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7271069414052283398","7567979275615044369","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dfe64d3d46d758e466dc92b8b468115b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e24fcb7c&x-expires=1762776000&x-signature=quu1CHedzapCDuWB9sQYus61kno%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"pertamina kalo sudah tidak mampu kasih kualitas mending ttup aja. biarkan shell bp vivo dan kawan2 yg mengambil alih[angry]","373","8","2025-11-02T06:34:38.000Z","nursholeh_9","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7349938806895182853","7568012713348268818","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a4914f22dea57ef1318a5e4a32329e8f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dca5e5ca&x-expires=1762776000&x-signature=u%2FyKFDhRuRKu61eqcXtiO3ZFqWE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"bawa kerumah dirut pertamina dan bahlil","26","1","2025-11-01T07:29:16.000Z","ole466_","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6833639377513923586","7567655699367641864","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7330241317877841927~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6bf2d22e&x-expires=1762776000&x-signature=bNKnumAzOK3CkXeg1cEAbam60GM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tangkap si bahlil","5","0","2025-11-01T10:32:35.000Z","aresthea1","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6535591167978143746","7567702920667513608","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5e1d2787ffc5fd879191755bee624693~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d5f2eebe&x-expires=1762776000&x-signature=%2FbFR10IP64Gn1TT3Y1yq0qciy2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"BAHLIL
B= nya itu apa ....","6","2","2025-11-03T04:03:23.000Z","banten_jamp4ng","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7490140194672641031","7568344804431971080","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2c8f6fbdad52203aeaaafc868b39b335~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e7e15164&x-expires=1762776000&x-signature=mt68NBVrO%2BSe7FqeyYKaOgvv%2F7E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"cabut aja izin usaha pertamina yg nakal kasi denda","6","0","2025-11-01T06:42:21.000Z","satrio_cakra","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7270532319516197893","7567643618123514645","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/42822bf1f717f4976fc142271786e42a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b69c7ec&x-expires=1762776000&x-signature=zXwQNNbyiFV52Kh7X6eAVS18E8Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kerjaan si Bahlil itu,,,","5","0","2025-11-01T05:19:21.000Z","ryan_25403","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7127235582787601434","7567622199000957717","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/179d14423bda57613f0ee6975143c9c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f242e45a&x-expires=1762776000&x-signature=uHTnVgPul0ImBx146sEJqZq%2FY6E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"pantasan motor ku brebet trus pembakaran nya gak bagus..
kasian kami yg uda gak punyak apa apa
kadang beli bensin aja pun susah kalau motor kami rusak bagai mana kami kerja dan beraktipitas ...
tolong kasihani kmi orng orang yg di bawah ini oleh orang orang yg rakus akn uang ..🥺","7","0","2025-11-03T13:44:51.000Z","frandirsiallagan","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7251243706043892737","7568494670863762184","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2068f5bef749a379853f295fe364d266~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a099d887&x-expires=1762776000&x-signature=zcJR9I4VdckEhwxfw0NbK19AT04%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"mangkanya banyak mobil dan motor pada mogok dan rusak😏","9","0","2025-11-02T03:09:11.000Z","zhahiranovanda","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6965467011376415745","7567959757371392786","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cff7109a9f1e6ca7dc638302e109bcfa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d310b51&x-expires=1762776000&x-signature=HxtqT4L94Ye%2FgPFoAgH27p6LlmE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"trus gmna solusinya jangan hanya sidak aja apak ini motor Uda pada ngadat...🥺","6","0","2025-11-01T13:50:00.000Z","yuni57235","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7195508204720702466","7567753838405436178","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7316663888236249121~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=07931c67&x-expires=1762776000&x-signature=yaP2ioPr0oCzbx13BYSJ1o3psT8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Rezekinya gw hari ini habis cair 88jt😳","17","9","2025-11-01T20:24:31.000Z","ir_cn2108","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6978508752153592834","7567855428580508437","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3515e12fd4a6382b7157f98844b5ab61~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f0834395&x-expires=1762776000&x-signature=2wUykRoCRR4cBcrESSYSS9cWWSI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"motor temen gw berebet karna ulah bahlil","9","5","2025-11-03T08:05:15.000Z","bagustapai","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7494859934175183889","7568407141909627666","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4395aa0a5028bdaae6473bea7aa030f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b37f8b4a&x-expires=1762776000&x-signature=zFbPT51YkxsORWRGWl8BHz7bYko%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"BAHLIL OHH BAHLIH.....merusak RAKYAT","15","0","2025-11-01T11:57:21.000Z","renggostare23","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6746776638372316161","7567724774098977554","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d7460fbeaeea7fa0ef088ea855d4a00c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5f7b83b1&x-expires=1762776000&x-signature=kN60piKSh8DCCFTSNdq4u%2F1xlrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"saatnya ganti pak menterinya,gak beres😅","5","0","2025-11-01T04:12:09.000Z","hardiyanto838","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7056230781064168449","7567604903158874898","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/e575952eb78b5de1713d864621d71647~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47673a74&x-expires=1762776000&x-signature=VwPVwAHKDOmLs%2FwzoZWuSyhV0Zc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"usut tuntas pa....penjarakan penljabat yg menyarankan pencampuran dgn etanol...","29","2","2025-11-01T04:03:24.000Z","rudy.barell","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7322769380826760197","7567602091749982993","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8ecf95a9&x-expires=1762776000&x-signature=t%2BxJcst4ai%2FUqw2rRkgBl5ouom0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"iya motorku hbs di isi pertalite mlh ngeden"" di gas berat bgt 😭😭","11","3","2025-11-02T05:54:33.000Z","akubukandia626","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6736899394707457026","7568002376562508551","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/708d550b8e6d0471adbd309c88c58c6d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=04c737a8&x-expires=1762776000&x-signature=n1O73CGBxyh9y87M%2B5k0tvD2EQI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"bensin sudah oplosan seharusnya laporan tahunan pertamina untung gede ya? tp herannya koq masih rugi trilyunan. mirissssss 🗿🗿🗿🗿","14","1","2025-11-01T01:14:49.000Z","vesperalduz","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7114281073161389057","7567559179956896530","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/bf71832b1e3882d0c204a12ac663f986~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=593fca3c&x-expires=1762776000&x-signature=R7fDyGZFyBdL8QwCyGK%2Fw0zvoWY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jgn salahkan spbu salah kan yg buat kebijakan","49","4","2025-11-01T05:39:42.000Z","teosetiawan1","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7380932633670943750","7567627456653312776","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6ba164c4bf1e914b696baef109a07276~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6d63f5b8&x-expires=1762776000&x-signature=R%2B1p6a2oCYcWkmgmPaJu%2Bm2V2NM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"BAHLIL B NYA APA..??","5","4","2025-11-03T08:48:48.000Z","wahyu_ceshter_22","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7331303929122620422","7568418347600823061","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb8726decc1d3f1ac5f48f0cbbaa3e19~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=348733e4&x-expires=1762776000&x-signature=mxS71C93Mo%2BNcjRZAlX89RioDMs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sepeda sy juga brebet, korban pertalite pom bensin kedinding. br kmrn ke bengkel. bersihkan injektor sm ganti busi. isinya pertalite persis itu,ada airnya. mending beli eceran botol lgsg kelihatan kl mmg bensin dioplos","41","4","2025-11-01T10:19:53.000Z","bunda.qy","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7121333129647080475","7567699669745730322","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6d26e77d95556761cad55e67abff904a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0a783e26&x-expires=1762776000&x-signature=B99ORRTHSUzWY8zqW8Bf3svSpLk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Bahlil bahli","9","0","2025-11-02T06:13:45.000Z","pinesasuke","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6637675708809084930","7568007345465197330","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9c8e153f22abfdda0f1f1916fb3cb499~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3596bf98&x-expires=1762776000&x-signature=3NeznPQpEi0iyA5UJEokMvohtos%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"curiga satu komplotan Bahlil sama tukang bengkel","3","0","2025-11-02T02:02:58.000Z","muhammadrifki5306","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6933369719505060866","7567942696289272583","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/898b03e9f7d7bb74022040418f15fedb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71ead7f9&x-expires=1762776000&x-signature=AxoWlwSc7Cz2bOmfnMhV6nlFICI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Untung saya gak pakai motor 😁","2","0","2025-11-02T02:44:45.000Z","banglip_42","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7085380905506538497","7567953435209122568","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a24d5781b3a2ad19b244d509ec154778~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=51a1a921&x-expires=1762776000&x-signature=XLr95yZo6waYswtyCS4pABxDnjs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gara2 bahlil tok pekok","4","0","2025-11-01T10:00:32.000Z","rofihardinata","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6943200018195710978","7567694689565016839","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/55cb0e20e86e65fe0f632963724ac149~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9ae61936&x-expires=1762776000&x-signature=sMK02rDetO8vi%2Bv%2FK1QFhlO6RXo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"aampun dech, kapan ya indonesia normal aja","3","0","2025-11-02T02:32:12.000Z","vivi.wahyuni91","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6852231547375338498","7567950211152446215","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3c21cbcb19164aa6c835f849ebb5eff7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8d55886b&x-expires=1762776000&x-signature=de56PMMsnFsQb3dVG8EnR5Z8mac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Tukang bengkel:Gacor kang","3","0","2025-11-01T01:02:25.000Z","npc_tik_tok_","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7131364658687378458","7567555242850812680","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/abb94c84d25b94104858f7078c77f89c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=836ed7fa&x-expires=1762776000&x-signature=TRBK2O2uuDuL3PerG8xNyB%2B758A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
